score,outcome,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
prs,pad,-3.5218075107094546,-3.437565232895308,-3.3533229550811616,-3.269080677267015,-3.1848383994528686,-3.100596121638722,-3.0163538438245756,-2.932111566010429,-2.8478692881962826,-2.763627010382136,-2.6793847325679896,-2.5951424547538435,-2.510900176939697,-2.4266578991255505,-2.342415621311404,-2.2581733434972575,-2.173931065683111,-2.0896887878689645,-2.005446510054818,-1.9212042322406713,-1.8369619544265248,-1.7527196766123783,-1.6684773987982318,-1.5842351209840855,-1.499992843169939,-1.4157505653557925,-1.331508287541646,-1.2472660097274995,-1.163023731913353,-1.0787814540992064,-0.99453917628506,-0.9102968984709134,-0.8260546206567669,-0.7418123428426204,-0.6575700650284739,-0.5733277872143274,-0.4890855094001809,-0.4048432315860344,-0.3206009537718879,-0.2363586759577414,-0.1521163981435949,-0.0678741203294484,0.01636815748469811,0.10061043529884461,0.18485271311299112,0.2690949909271376,0.3533372687412841,0.4375795465554304,0.5218218243695767,0.6060641021837232,0.6903063799978697,0.7745486578120162,0.8587909356261627,0.9430332134403092,1.0272754912544557,1.1115177690686022,1.1957600468827487,1.2800023246968952,1.3642446025110417,1.4484868803251882,1.5327291581393347,1.6169714359534813,1.7012137137676278,1.7854559915817743,1.8696982693959208,1.9539405472100673,2.0381828250242138,2.1224251028383603,2.206667380652507,2.2909096584666533,2.3751519362808,2.4593942140949463,2.543636491909093,2.6278787697232393,2.712121047537386,2.7963633253515323,2.880605603165679,2.9648478809798253,3.049090158793972,3.1333324366081183,3.217574714422265,3.3018169922364113,3.386059270050558,3.4703015478647044,3.554543825678851,3.6387861034929974,3.723028381307144,3.8072706591212904,3.891512936935437,3.975755214749584,4.05999749256373,4.144239770377877,4.228482048192023,4.31272432600617,4.3969666038203155,4.481208881634461,4.565451159448608,4.649693437262754,4.733935715076901,4.818177992891048
prs,vte,-4.030528862137517,-3.9344206910459256,-3.8383125199543335,-3.7422043488627414,-3.64609617777115,-3.549988006679558,-3.4538798355879665,-3.3577716644963744,-3.2616634934047823,-3.1655553223131907,-3.069447151221599,-2.9733389801300074,-2.877230809038415,-2.7811226379468232,-2.6850144668552316,-2.58890629576364,-2.4927981246720483,-2.396689953580456,-2.300581782488864,-2.2044736113972725,-2.108365440305681,-2.0122572692140888,-1.9161490981224971,-1.8200409270309053,-1.7239327559393134,-1.6278245848477215,-1.5317164137561297,-1.435608242664538,-1.3395000715729461,-1.2433919004813543,-1.1472837293897624,-1.0511755582981706,-0.9550673872065789,-0.858959216114987,-0.7628510450233952,-0.6667428739318033,-0.5706347028402114,-0.4745265317486198,-0.37841836065702794,-0.2823101895654361,-0.1862020184738442,-0.09009384738225212,0.006014323709339742,0.10212249480093138,0.19823066589252303,0.29433883698411467,0.39044700807570676,0.48655517916729885,0.5826633502588905,0.6787715213504821,0.7748796924420738,0.8709878635336659,0.967096034625258,1.0632042057168496,1.1593123768084412,1.2554205479000329,1.351528718991625,1.447636890083217,1.5437450611748087,1.6398532322664003,1.735961403357992,1.832069574449584,1.9281777455411762,2.024285916632768,2.1203940877243594,2.216502258815951,2.312610429907543,2.4087186009991353,2.504826772090727,2.6009349431823185,2.69704311427391,2.7931512853655023,2.8892594564570944,2.985367627548686,3.0814757986402777,3.1775839697318693,3.2736921408234614,3.3698003119150535,3.465908483006645,3.5620166540982368,3.6581248251898284,3.7542329962814205,3.8503411673730126,3.9464493384646047,4.042557509556197,4.138665680647788,4.23477385173938,4.330882022830972,4.426990193922563,4.523098365014155,4.619206536105747,4.715314707197338,4.81142287828893,4.907531049380522,5.003639220472115,5.099747391563707,5.195855562655298,5.29196373374689,5.3880719048384815,5.484180075930073
metscore,cad,-3.922527868883557,-3.836738569861474,-3.7509492708393912,-3.6651599718173085,-3.5793706727952252,-3.493581373773142,-3.4077920747510593,-3.3220027757289765,-3.2362134767068933,-3.15042417768481,-3.0646348786627273,-2.9788455796406446,-2.8930562806185613,-2.8072669815964786,-2.7214776825743954,-2.6356883835523126,-2.5498990845302294,-2.4641097855081466,-2.3783204864860634,-2.2925311874639807,-2.2067418884418974,-2.1209525894198147,-2.0351632903977315,-1.9493739913756487,-1.8635846923535657,-1.7777953933314827,-1.6920060943093997,-1.6062167952873168,-1.5204274962652338,-1.4346381972431508,-1.3488488982210678,-1.2630595991989848,-1.177270300176902,-1.091481001154819,-1.005691702132736,-0.9199024031106531,-0.8341131040885701,-0.7483238050664871,-0.6625345060444041,-0.5767452070223211,-0.49095590800023814,-0.40516660897815515,-0.31937730995607216,-0.23358801093398918,-0.1477987119119062,-0.0620094128898232,0.023779886132259787,0.10956918515434255,0.19535848417642532,0.2811477831985085,0.36693708222059174,0.4527263812426745,0.5385156802647573,0.6243049792868405,0.7100942783089237,0.7958835773310065,0.8816728763530892,0.9674621753751724,1.0532514743972556,1.1390407734193384,1.2248300724414212,1.3106193714635044,1.3964086704855876,1.4821979695076704,1.5679872685297531,1.6537765675518359,1.739565866573919,1.8253551655960023,1.911144464618085,1.9969337636401678,2.082723062662251,2.1685123616843343,2.254301660706417,2.3400909597285,2.425880258750583,2.511669557772666,2.597458856794749,2.6832481558168317,2.769037454838915,2.854826753860998,2.940616052883081,3.0264053519051637,3.1121946509272465,3.1979839499493297,3.283773248971413,3.3695625479934956,3.4553518470155784,3.5411411460376616,3.626930445059745,3.7127197440818276,3.7985090431039104,3.8842983421259936,3.9700876411480768,4.05587694017016,4.141666239192243,4.2274555382143255,4.313244837236408,4.399034136258491,4.484823435280574,4.5706127343026575
metscore,stroke,-4.469561147471084,-4.3596442708014616,-4.249727394131839,-4.139810517462217,-4.0298936407925945,-3.919976764122972,-3.8100598874533502,-3.700143010783728,-3.5902261341141055,-3.480309257444483,-3.3703923807748613,-3.260475504105239,-3.1505586274356165,-3.040641750765994,-2.930724874096372,-2.8208079974267495,-2.710891120757127,-2.6009742440875048,-2.4910573674178824,-2.38114049074826,-2.2712236140786377,-2.161306737409016,-2.0513898607393934,-1.941472984069771,-1.8315561074001487,-1.7216392307305264,-1.611722354060904,-1.501805477391282,-1.3918886007216598,-1.2819717240520374,-1.172054847382415,-1.0621379707127927,-0.9522210940431703,-0.842304217373548,-0.7323873407039256,-0.6224704640343033,-0.5125535873646809,-0.4026367106950586,-0.2927198340254362,-0.18280295735581387,-0.07288608068619196,0.037030795983429954,0.1469476726530523,0.25686454932267466,0.366781425992297,0.47669830266191937,0.5866151793315417,0.6965320560011641,0.8064489326707864,0.9163658093404088,1.0262826860100311,1.1361995626796535,1.2461164393492759,1.3560333160188982,1.4659501926885206,1.5758670693581425,1.6857839460277644,1.7957008226973867,1.905617699367009,2.0155345760366314,2.125451452706254,2.235368329375876,2.3452852060454985,2.455202082715121,2.565118959384743,2.6750358360543656,2.784952712723988,2.8948695893936103,3.0047864660632326,3.114703342732855,3.2246202194024773,3.3345370960720997,3.444453972741722,3.5543708494113444,3.6642877260809668,3.774204602750589,3.8841214794202115,3.994038356089834,4.103955232759456,4.2138721094290785,4.3237889860987,4.4337058627683215,4.543622739437944,4.653539616107566,4.7634564927771885,4.873373369446811,4.983290246116433,5.093207122786056,5.203123999455678,5.3130408761253,5.422957752794923,5.532874629464545,5.642791506134167,5.75270838280379,5.862625259473412,5.972542136143034,6.082459012812657,6.192375889482279,6.3022927661519015,6.412209642821524
metscore,hf,-4.1335936065054115,-4.026566962472752,-3.919540318440093,-3.8125136744074335,-3.7054870303747744,-3.598460386342115,-3.4914337423094555,-3.384407098276796,-3.2773804542441365,-3.1703538102114774,-3.0633271661788184,-2.956300522146159,-2.8492738781134994,-2.74224723408084,-2.6352205900481804,-2.528193946015521,-2.4211673019828623,-2.314140657950203,-2.2071140139175434,-2.100087369884884,-1.9930607258522246,-1.8860340818195653,-1.7790074377869058,-1.6719807937542466,-1.5649541497215873,-1.4579275056889278,-1.3509008616562683,-1.243874217623609,-1.1368475735909498,-1.0298209295582903,-0.922794285525631,-0.8157676414929718,-0.7087409974603123,-0.601714353427653,-0.49468770939499374,-0.38766106536233425,-0.280634421329675,-0.1736077772970157,-0.06658113326435622,0.04044551076830327,0.14747215480096276,0.2544987988336218,0.36152544286628086,0.46855208689894035,0.5755787309315998,0.6826053749642593,0.7896320189969188,0.8966586630295779,1.003685307062237,1.1107119510948964,1.217738595127556,1.3247652391602154,1.4317918831928749,1.5388185272255344,1.6458451712581934,1.7528718152908525,1.859898459323512,1.9669251033561714,2.073951747388831,2.1809783914214904,2.2880050354541495,2.3950316794868085,2.502058323519468,2.6090849675521275,2.716111611584787,2.8231382556174465,2.930164899650106,3.037191543682765,3.144218187715424,3.2512448317480835,3.358271475780743,3.4652981198134025,3.572324763846062,3.679351407878721,3.78637805191138,3.8934046959440396,4.000431339976699,4.107457984009359,4.214484628042018,4.321511272074678,4.428537916107337,4.5355645601399965,4.642591204172656,4.749617848205315,4.856644492237973,4.963671136270633,5.070697780303292,5.177724424335952,5.284751068368611,5.391777712401271,5.49880435643393,5.60583100046659,5.712857644499249,5.819884288531909,5.926910932564568,6.033937576597227,6.140964220629885,6.247990864662545,6.355017508695204,6.462044152727863
metscore,af,-4.1007995284775784,-4.003122090108741,-3.905444651739904,-3.8077672133710667,-3.7100897750022295,-3.6124123366333922,-3.514734898264555,-3.4170574598957177,-3.3193800215268805,-3.2217025831580433,-3.124025144789206,-3.0263477064203688,-2.9286702680515315,-2.8309928296826943,-2.733315391313857,-2.63563795294502,-2.5379605145761825,-2.4402830762073453,-2.342605637838508,-2.244928199469671,-2.1472507611008336,-2.0495733227319963,-1.951895884363159,-1.8542184459943218,-1.7565410076254846,-1.6588635692566474,-1.56118613088781,-1.4635086925189729,-1.3658312541501356,-1.2681538157812984,-1.1704763774124611,-1.072798939043624,-0.9751215006747866,-0.8774440623059494,-0.7797666239371122,-0.6820891855682749,-0.5844117471994377,-0.4867343088306004,-0.3890568704617632,-0.29137943209292594,-0.1937019937240887,-0.09602455535525145,0.001652883013585793,0.09933032138242304,0.19700775975126028,0.2946851981200975,0.39236263648893477,0.490040074857772,0.5877175132266093,0.6853949515954465,0.7830723899642837,0.880749828333121,0.9784272667019582,1.0761047050707955,1.1737821434396327,1.27145958180847,1.3691370201773072,1.4668144585461445,1.5644918969149817,1.662169335283819,1.7598467736526562,1.8575242120214934,1.9552016503903307,2.052879088759168,2.150556527128005,2.2482339654968424,2.3459114038656796,2.443588842234517,2.541266280603354,2.6389437189721914,2.7366211573410286,2.834298595709866,2.931976034078703,3.0296534724475404,3.1273309108163776,3.225008349185215,3.322685787554052,3.4203632259228893,3.5180406642917266,3.615718102660564,3.713395541029401,3.8110729793982383,3.9087504177670755,4.006427856135913,4.10410529450475,4.201782732873587,4.2994601712424245,4.397137609611262,4.494815047980099,4.592492486348936,4.6901699247177735,4.787847363086611,4.885524801455448,4.983202239824285,5.0808796781931225,5.17855711656196,5.276234554930797,5.373911993299634,5.4715894316684714,5.569266870037309
metscore,pad,-3.8913355070962083,-3.7990583517666208,-3.706781196437033,-3.614504041107446,-3.5222268857778585,-3.429949730448271,-3.3376725751186833,-3.2453954197890957,-3.1531182644595086,-3.060841109129921,-2.9685639538003334,-2.876286798470746,-2.7840096431411583,-2.691732487811571,-2.5994553324819836,-2.507178177152396,-2.4149010218228084,-2.322623866493221,-2.2303467111636333,-2.138069555834046,-2.0457924005044585,-1.953515245174871,-1.8612380898452834,-1.7689609345156958,-1.6766837791861084,-1.584406623856521,-1.4921294685269335,-1.399852313197346,-1.3075751578677584,-1.215298002538171,-1.1230208472085836,-1.030743691878996,-0.9384665365494085,-0.8461893812198209,-0.7539122258902335,-0.6616350705606462,-0.5693579152310586,-0.47708075990147103,-0.38480360457188345,-0.2925264492422961,-0.20024929391270874,-0.10797213858312116,-0.01569498325353358,0.076582172076054,0.16885932740564158,0.26113648273522916,0.35341363806481674,0.4456907933944043,0.5379679487239915,0.6302451040535786,0.7225222593831662,0.8147994147127537,0.9070765700423413,0.9993537253719289,1.0916308807015165,1.183908036031104,1.2761851913606916,1.3684623466902792,1.4607395020198664,1.5530166573494535,1.645293812679041,1.7375709680086286,1.8298481233382162,1.9221252786678038,2.0144024339973914,2.106679589326979,2.1989567446565665,2.291233899986154,2.3835110553157417,2.475788210645329,2.568065365974916,2.6603425213045035,2.752619676634091,2.8448968319636787,2.9371739872932663,3.029451142622854,3.1217282979524414,3.214005453282029,3.3062826086116166,3.3985597639412037,3.490836919270791,3.5831140746003785,3.675391229929966,3.7676683852595536,3.859945540589141,3.9522226959187288,4.044499851248316,4.136777006577904,4.2290541619074915,4.321331317237079,4.413608472566667,4.505885627896254,4.598162783225842,4.690439938555429,4.782717093885017,4.874994249214605,4.967271404544192,5.059548559873779,5.151825715203366,5.244102870532954
metscore,vte,-4.214917490489543,-4.121194318866996,-4.027471147244448,-3.9337479756219,-3.840024803999353,-3.746301632376805,-3.652578460754257,-3.55885528913171,-3.465132117509162,-3.371408945886615,-3.277685774264067,-3.183962602641519,-3.090239431018972,-2.996516259396424,-2.902793087773876,-2.809069916151329,-2.715346744528781,-2.621623572906234,-2.527900401283686,-2.434177229661138,-2.340454058038591,-2.246730886416043,-2.153007714793495,-2.059284543170948,-1.9655613715484004,-1.8718381999258529,-1.7781150283033051,-1.6843918566807574,-1.59066868505821,-1.4969455134356622,-1.4032223418131144,-1.309499170190567,-1.2157759985680194,-1.122052826945472,-1.0283296553229242,-0.9346064837003765,-0.840883312077829,-0.7471601404552812,-0.6534369688327335,-0.559713797210186,-0.4659906255876385,-0.372267453965091,-0.27854428234254325,-0.1848211107199953,-0.09109793909744779,0.002625232525099719,0.09634840414764723,0.19007157577019473,0.2837947473927427,0.3775179190152902,0.4712410906378377,0.5649642622603852,0.6586874338829327,0.7524106055054807,0.8461337771280282,0.9398569487505757,1.0335801203731236,1.1273032919956711,1.2210264636182186,1.3147496352407666,1.408472806863314,1.5021959784858616,1.5959191501084091,1.6896423217309566,1.7833654933535046,1.877088664976052,1.9708118365985996,2.064535008221147,2.1582581798436946,2.2519813514662426,2.34570452308879,2.4394276947113376,2.5331508663338855,2.626874037956433,2.7205972095789805,2.8143203812015285,2.908043552824076,3.0017667244466235,3.095489896069171,3.1892130676917185,3.2829362393142665,3.376659410936814,3.4703825825593615,3.564105754181909,3.6578289258044565,3.7515520974270045,3.8452752690495524,3.9389984406721004,4.032721612294647,4.1264447839171945,4.220167955539742,4.31389112716229,4.407614298784838,4.501337470407385,4.5950606420299325,4.68878381365248,4.782506985275028,4.876230156897576,4.969953328520123,5.0636765001426705
proscore,cad,-2.320098833177,-2.266179079261438,-2.212259325345876,-2.1583395714303144,-2.104419817514753,-2.050500063599191,-1.9965803096836292,-1.9426605557680672,-1.8887408018525056,-1.8348210479369436,-1.7809012940213818,-1.72698154010582,-1.6730617861902581,-1.6191420322746963,-1.5652222783591345,-1.5113025244435727,-1.457382770528011,-1.403463016612449,-1.3495432626968873,-1.2956235087813255,-1.2417037548657635,-1.1877840009502019,-1.1338642470346398,-1.0799444931190783,-1.0260247392035162,-0.9721049852879545,-0.9181852313723927,-0.8642654774568309,-0.8103457235412691,-0.7564259696257073,-0.7025062157101455,-0.6485864617945837,-0.5946667078790219,-0.5407469539634601,-0.48682720004789826,-0.43290744613233645,-0.37898769221677464,-0.3250679383012127,-0.2711481843856509,-0.2172284304700891,-0.1633086765545273,-0.10938892263896549,-0.05546916872340368,-0.0015494148078418757,0.05237033910771993,0.10629009302328174,0.16020984693884355,0.21412960085440536,0.26804935476996716,0.32196910868552897,0.3758888626010908,0.4298086165166526,0.4837283704322144,0.5376481243477762,0.591567878263338,0.6454876321788998,0.6994073860944616,0.7533271400100234,0.8072468939255852,0.861166647841147,0.9150864017567089,0.9690061556722707,1.0229259095878325,1.0768456635033943,1.1307654174189563,1.1846851713345181,1.23860492525008,1.2925246791656417,1.3464444330812035,1.4003641869967653,1.4542839409123272,1.508203694827889,1.5621234487434508,1.6160432026590126,1.6699629565745742,1.7238827104901362,1.7778024644056982,1.8317222183212598,1.8856419722368214,1.9395617261523834,1.9934814800679455,2.047401233983507,2.1013209878990686,2.1552407418146307,2.2091604957301927,2.2630802496457543,2.317000003561316,2.370919757476878,2.42483951139244,2.4787592653080015,2.532679019223563,2.586598773139125,2.640518527054687,2.6944382809702487,2.7483580348858103,2.8022777888013723,2.8561975427169344,2.910117296632496,2.964037050548058,3.01795680446362
proscore,stroke,-2.4704932241172863,-2.4127742827187224,-2.3550553413201585,-2.2973363999215946,-2.2396174585230306,-2.1818985171244667,-2.1241795757259028,-2.066460634327339,-2.008741692928775,-1.9510227515302108,-1.8933038101316468,-1.835584868733083,-1.777865927334519,-1.7201469859359548,-1.662428044537391,-1.604709103138827,-1.546990161740263,-1.4892712203416991,-1.4315522789431352,-1.3738333375445713,-1.3161143961460073,-1.2583954547474434,-1.2006765133488795,-1.1429575719503156,-1.0852386305517516,-1.0275196891531877,-0.9698007477546237,-0.9120818063560596,-0.8543628649574957,-0.7966439235589318,-0.7389249821603678,-0.6812060407618039,-0.62348709936324,-0.565768157964676,-0.508049216566112,-0.450330275167548,-0.39261133376898405,-0.3348923923704201,-0.2771734509718562,-0.21945450957329227,-0.16173556817472834,-0.10401662677616441,-0.046297685377600484,0.011421256020963444,0.06914019741952737,0.1268591388180913,0.18457808021665523,0.24229702161521915,0.3000159630137831,0.357734904412347,0.41545384581091094,0.47317278720947487,0.5308917286080388,0.5886106700066029,0.6463296114051671,0.704048552803731,0.761767494202295,0.8194864356008589,0.8772053769994228,0.9349243183979867,0.9926432597965507,1.0503622011951146,1.1080811425936785,1.1658000839922424,1.2235190253908064,1.2812379667893703,1.3389569081879342,1.3966758495864982,1.454394790985062,1.5121137323836262,1.5698326737821904,1.6275516151807543,1.6852705565793182,1.7429894979778822,1.800708439376446,1.85842738077501,1.916146322173574,1.9738652635721379,2.031584204970702,2.0893031463692657,2.1470220877678297,2.2047410291663936,2.2624599705649575,2.3201789119635214,2.3778978533620854,2.4356167947606493,2.4933357361592132,2.551054677557777,2.608773618956341,2.666492560354905,2.724211501753469,2.781930443152033,2.839649384550597,2.8973683259491607,2.9550872673477246,3.0128062087462886,3.0705251501448525,3.1282440915434164,3.1859630329419804,3.243681974340544
proscore,hf,-2.0942588477311146,-2.038117183115446,-1.9819755184997767,-1.9258338538841078,-1.8696921892684386,-1.8135505246527697,-1.7574088600371005,-1.7012671954214316,-1.6451255308057626,-1.5889838661900935,-1.5328422015744245,-1.4767005369587554,-1.4205588723430864,-1.3644172077274173,-1.3082755431117483,-1.2521338784960794,-1.1959922138804102,-1.1398505492647413,-1.0837088846490723,-1.0275672200334032,-0.9714255554177341,-0.9152838908020651,-0.8591422261863961,-0.8030005615707271,-0.746858896955058,-0.690717232339389,-0.6345755677237199,-0.578433903108051,-0.5222922384923819,-0.4661505738767129,-0.41000890926104383,-0.3538672446453748,-0.29772558002970584,-0.2415839154140368,-0.18544225079836774,-0.1293005861826988,-0.07315892156702963,-0.01701725695136047,0.03912440766430847,0.09526607227997741,0.15140773689564635,0.2075494015113155,0.2636910661269847,0.3198327307426536,0.37597439535832256,0.4321160599739915,0.48825772458966066,0.5443993892053298,0.6005410538209988,0.6566827184366677,0.7128243830523366,0.7689660476680058,0.825107712283675,0.8812493768993439,0.9373910415150128,0.9935327061306818,1.049674370746351,1.1058160353620201,1.161957699977689,1.218099364593358,1.274241029209027,1.330382693824696,1.3865243584403653,1.4426660230560342,1.4988076876717031,1.554949352287372,1.6110910169030412,1.6672326815187104,1.7233743461343793,1.7795160107500483,1.8356576753657172,1.8917993399813862,1.9479410045970553,2.0040826692127247,2.0602243338283937,2.1163659984440626,2.1725076630597315,2.2286493276754005,2.28479099229107,2.340932656906739,2.3970743215224077,2.4532159861380767,2.5093576507537456,2.565499315369415,2.621640979985084,2.677782644600753,2.733924309216422,2.7900659738320908,2.84620763844776,2.902349303063429,2.958490967679098,3.014632632294767,3.070774296910436,3.1269159615261053,3.1830576261417742,3.239199290757443,3.295340955373112,3.351482619988781,3.4076242846044504,3.4637659492201194
proscore,af,-2.245697809987444,-2.1930053071805284,-2.140312804373612,-2.0876203015666963,-2.03492779875978,-1.982235295952864,-1.9295427931459477,-1.8768502903390316,-1.8241577875321155,-1.7714652847251995,-1.7187727819182834,-1.6660802791113674,-1.6133877763044513,-1.5606952734975352,-1.508002770690619,-1.4553102678837029,-1.4026177650767868,-1.3499252622698708,-1.2972327594629547,-1.2445402566560386,-1.1918477538491226,-1.1391552510422065,-1.0864627482352904,-1.0337702454283744,-0.9810777426214583,-0.9283852398145422,-0.8756927370076261,-0.8230002342007099,-0.7703077313937938,-0.7176152285868778,-0.6649227257799617,-0.6122302229730456,-0.5595377201661296,-0.5068452173592135,-0.45415271455229744,-0.4014602117453814,-0.3487677089384653,-0.29607520613154914,-0.24338270332463297,-0.1906902005177169,-0.13799769771080084,-0.08530519490388477,-0.03261269209696871,0.020079810709947354,0.07277231351686342,0.12546481632377948,0.17815731913069555,0.2308498219376116,0.2835423247445277,0.33623482755144374,0.3889273303583598,0.44161983316527587,0.49431233597219193,0.5470048387791082,0.5996973415860245,0.6523898443929406,0.7050823471998566,0.7577748500067727,0.8104673528136888,0.8631598556206048,0.9158523584275209,0.968544861234437,1.021237364041353,1.073929866848269,1.1266223696551851,1.1793148724621012,1.2320073752690173,1.2846998780759333,1.3373923808828494,1.3900848836897655,1.4427773864966815,1.4954698893035976,1.5481623921105137,1.6008548949174297,1.653547397724346,1.7062399005312623,1.7589324033381781,1.8116249061450942,1.8643174089520103,1.9170099117589263,1.9697024145658424,2.0223949173727584,2.0750874201796745,2.1277799229865906,2.1804724257935066,2.2331649286004227,2.285857431407339,2.3385499342142553,2.3912424370211713,2.4439349398280874,2.4966274426350035,2.5493199454419195,2.6020124482488356,2.6547049510557517,2.7073974538626677,2.760089956669584,2.8127824594765,2.865474962283416,2.918167465090332,2.9708599678972476
proscore,pad,-1.9769092836361377,-1.914631287390448,-1.8523532911447584,-1.790075294899069,-1.7277972986533796,-1.6655193024076898,-1.6032413061620003,-1.540963309916311,-1.478685313670621,-1.4164073174249316,-1.3541293211792422,-1.2918513249335524,-1.229573328687863,-1.1672953324421735,-1.1050173361964837,-1.0427393399507943,-0.9804613437051047,-0.9181833474594152,-0.8559053512137257,-0.7936273549680362,-0.7313493587223466,-0.669071362476657,-0.6067933662309675,-0.5445153699852779,-0.4822373737395883,-0.4199593774938988,-0.35768138124820925,-0.2954033850025196,-0.2331253887568301,-0.17084739251114056,-0.10856939626545103,-0.04629140001976151,0.015986596225928018,0.07826459247161766,0.1405425887173073,0.2028205849629967,0.26509858120868635,0.327376577454376,0.3896545737000654,0.4519325699457548,0.5142105661914445,0.5764885624371341,0.6387665586828235,0.7010445549285131,0.7633225511742028,0.8256005474198922,0.8878785436655818,0.9501565399112715,1.0124345361569609,1.0747125324026505,1.1369905286483402,1.1992685248940296,1.2615465211397192,1.3238245173854088,1.3861025136310983,1.448380509876788,1.5106585061224775,1.572936502368167,1.6352144986138564,1.697492494859546,1.7597704911052356,1.822048487350925,1.8843264835966147,1.9466044798423043,2.0088824760879938,2.071160472333683,2.1334384685793726,2.1957164648250624,2.2579944610707523,2.3202724573164417,2.382550453562131,2.4448284498078205,2.50710644605351,2.5693844422992,2.6316624385448897,2.693940434790579,2.7562184310362685,2.818496427281958,2.8807744235276473,2.9430524197733368,3.0053304160190266,3.0676084122647165,3.129886408510406,3.1921644047560953,3.2544424010017847,3.316720397247474,3.378998393493164,3.441276389738854,3.5035543859845433,3.5658323822302327,3.628110378475922,3.6903883747216115,3.7526663709673014,3.8149443672129912,3.8772223634586807,3.93950035970437,4.0017783559500595,4.064056352195749,4.126334348441438,4.188612344687128
proscore,vte,-2.8515181865745225,-2.790191922822115,-2.728865659069707,-2.667539395317299,-2.6062131315648913,-2.5448868678124836,-2.483560604060076,-2.422234340307668,-2.36090807655526,-2.2995818128028525,-2.2382555490504448,-2.176929285298037,-2.1156030215456294,-2.0542767577932217,-1.9929504940408138,-1.931624230288406,-1.8702979665359982,-1.8089717027835905,-1.7476454390311826,-1.6863191752787747,-1.624992911526367,-1.5636666477739594,-1.5023403840215517,-1.4410141202691438,-1.379687856516736,-1.3183615927643282,-1.2570353290119205,-1.1957090652595128,-1.1343828015071051,-1.0730565377546972,-1.0117302740022893,-0.9504040102498816,-0.889077746497474,-0.8277514827450663,-0.7664252189926584,-0.7050989552402505,-0.6437726914878428,-0.5824464277354351,-0.5211201639830274,-0.4597939002306195,-0.3984676364782116,-0.3371413727258039,-0.27581510897339623,-0.21448884522098854,-0.15316258146858086,-0.09183631771617295,-0.03051005396376505,0.030816209788642634,0.09214247354105032,0.153468737293458,0.2147950010458659,0.2761212647982738,0.3374475285506815,0.3987737923030892,0.46010005605549686,0.5214263198079045,0.5827525835603125,0.6440788473127204,0.705405111065128,0.7667313748175357,0.8280576385699434,0.8893839023223513,0.9507101660747592,1.012036429827167,1.0733626935795746,1.1346889573319823,1.19601522108439,1.2573414848367976,1.3186677485892053,1.3799940123416135,1.4413202760940216,1.5026465398464293,1.563972803598837,1.6252990673512446,1.6866253311036523,1.74795159485606,1.8092778586084677,1.8706041223608754,1.931930386113283,1.9932566498656912,2.0545829136180993,2.115909177370507,2.1772354411229147,2.2385617048753224,2.29988796862773,2.3612142323801377,2.4225404961325454,2.483866759884953,2.5451930236373608,2.6065192873897685,2.6678455511421766,2.7291718148945847,2.7904980786469924,2.8518243423994,2.9131506061518078,2.9744768699042154,3.035803133656623,3.097129397409031,3.1584556611614385,3.219781924913846
